richtung,tagestyp,fahrt_nr,reihenfolge,haltestelle,uhrzeit
Puderbach -> Neuwied,So+Feiertag,8,15,Gladbach Haus am Pilz,15.23
Puderbach -> Neuwied,So+Feiertag,8,16,Chausseehaus,15.26
Puderbach -> Neuwied,So+Feiertag,8,17,Torney Dierdorfer Straße,15.29
Puderbach -> Neuwied,So+Feiertag,8,18,Friedhof Wennenberg,15.30
Puderbach -> Neuwied,So+Feiertag,8,19,Neuwied Beverwijker Ring,15.32
Puderbach -> Neuwied,So+Feiertag,8,20,Ludwig-Erhard-Schule,15.35
Puderbach -> Neuwied,So+Feiertag,8,21,Matthiasberg,15.36
Puderbach -> Neuwied,So+Feiertag,8,22,Stadion A,15.38
Puderbach -> Neuwied,So+Feiertag,8,23,Im Weidchen A,15.39
Puderbach -> Neuwied,So+Feiertag,8,24,Schloßtheater A,15.40
Puderbach -> Neuwied,So+Feiertag,8,25,Marktkirche A,15.42
Puderbach -> Neuwied,So+Feiertag,8,26,Marktstraße B,15.43
Puderbach -> Neuwied,So+Feiertag,8,27,Moltkeplatz A,15.45
Puderbach -> Neuwied,So+Feiertag,8,28,Bahnhof H,15.51
Puderbach -> Neuwied,So+Feiertag,9,1,Dierdorf Markt ab,16.03
Puderbach -> Neuwied,So+Feiertag,9,2,Neuwieder Straße B,16.04
Puderbach -> Neuwied,So+Feiertag,9,3,SZ-Center B,16.06
Puderbach -> Neuwied,So+Feiertag,9,4,Rüscheid Siegel,16.13
Puderbach -> Neuwied,So+Feiertag,9,5,Anhausen Petershof A,16.15
Puderbach -> Neuwied,So+Feiertag,9,6,Schillerstraße A an,16.18
Puderbach -> Neuwied,So+Feiertag,9,7,Schillerstraße A ab,16.19
Puderbach -> Neuwied,So+Feiertag,9,8,Braunsberg/Rheinhöhenweg,16.21
Puderbach -> Neuwied,So+Feiertag,9,9,Gladbach Haus am Pilz,16.23
Puderbach -> Neuwied,So+Feiertag,9,10,Chausseehaus,16.26
Puderbach -> Neuwied,So+Feiertag,9,11,Torney Dierdorfer Straße,16.29
Puderbach -> Neuwied,So+Feiertag,9,12,Friedhof Wennenberg,16.30
Puderbach -> Neuwied,So+Feiertag,9,13,Neuwied Beverwijker Ring,16.32
Puderbach -> Neuwied,So+Feiertag,9,14,Ludwig-Erhard-Schule,16.35
Puderbach -> Neuwied,So+Feiertag,9,15,Matthiasberg,16.36
Puderbach -> Neuwied,So+Feiertag,9,16,Stadion A,16.38
Puderbach -> Neuwied,So+Feiertag,9,17,Im Weidchen A,16.39
Puderbach -> Neuwied,So+Feiertag,9,18,Schloßtheater A,16.40
Puderbach -> Neuwied,So+Feiertag,9,19,Marktkirche A,16.42
Puderbach -> Neuwied,So+Feiertag,9,20,Marktstraße B,16.43
Puderbach -> Neuwied,So+Feiertag,9,21,Moltkeplatz A,16.45
Puderbach -> Neuwied,So+Feiertag,9,22,Bahnhof H,16.51
Puderbach -> Neuwied,So+Feiertag,10,1,Puderbach Verbandsgemeinde,16.49
Puderbach -> Neuwied,So+Feiertag,10,2,Hölzchens Mühle,16.50
Puderbach -> Neuwied,So+Feiertag,10,3,Hanroth Hedwigsthal A,16.51
Puderbach -> Neuwied,So+Feiertag,10,4,Raubach In der Au,16.55
Puderbach -> Neuwied,So+Feiertag,10,5,Wienau Flemmer,16.58
Puderbach -> Neuwied,So+Feiertag,10,6,Dierdorf Markt an,17.02
Puderbach -> Neuwied,So+Feiertag,10,7,Dierdorf Markt ab,17.03
Puderbach -> Neuwied,So+Feiertag,10,8,Neuwieder Straße B,17.04
Puderbach -> Neuwied,So+Feiertag,10,9,SZ-Center B,17.06
Puderbach -> Neuwied,So+Feiertag,10,10,Rüscheid Siegel,17.13
Puderbach -> Neuwied,So+Feiertag,10,11,Anhausen Petershof A,17.15
Puderbach -> Neuwied,So+Feiertag,10,12,Schillerstraße A an,17.18
Puderbach -> Neuwied,So+Feiertag,10,13,Schillerstraße A ab,17.19
Puderbach -> Neuwied,So+Feiertag,10,14,Braunsberg/Rheinhöhenweg,17.21
Puderbach -> Neuwied,So+Feiertag,10,15,Gladbach Haus am Pilz,17.23
Puderbach -> Neuwied,So+Feiertag,10,16,Chausseehaus,17.26
Puderbach -> Neuwied,So+Feiertag,10,17,Torney Dierdorfer Straße,17.29
Puderbach -> Neuwied,So+Feiertag,10,18,Friedhof Wennenberg,17.30
Puderbach -> Neuwied,So+Feiertag,10,19,Neuwied Beverwijker Ring,17.32
Puderbach -> Neuwied,So+Feiertag,10,20,Ludwig-Erhard-Schule,17.35
Puderbach -> Neuwied,So+Feiertag,10,21,Matthiasberg,17.36
Puderbach -> Neuwied,So+Feiertag,10,22,Stadion A,17.38
Puderbach -> Neuwied,So+Feiertag,10,23,Im Weidchen A,17.39
Puderbach -> Neuwied,So+Feiertag,10,24,Schloßtheater A,17.40
Puderbach -> Neuwied,So+Feiertag,10,25,Marktkirche A,17.42
Puderbach -> Neuwied,So+Feiertag,10,26,Marktstraße B,17.43
Puderbach -> Neuwied,So+Feiertag,10,27,Moltkeplatz A,17.45
Puderbach -> Neuwied,So+Feiertag,10,28,Bahnhof H,17.51
Puderbach -> Neuwied,So+Feiertag,11,1,Dierdorf Markt ab,18.03
Puderbach -> Neuwied,So+Feiertag,11,2,Neuwieder Straße B,18.04
Puderbach -> Neuwied,So+Feiertag,11,3,SZ-Center B,18.06
Puderbach -> Neuwied,So+Feiertag,11,4,Rüscheid Siegel,18.13
Puderbach -> Neuwied,So+Feiertag,11,5,Anhausen Petershof A,18.15
Puderbach -> Neuwied,So+Feiertag,11,6,Schillerstraße A an,18.18
Puderbach -> Neuwied,So+Feiertag,11,7,Schillerstraße A ab,18.19
Puderbach -> Neuwied,So+Feiertag,11,8,Braunsberg/Rheinhöhenweg,18.21
Puderbach -> Neuwied,So+Feiertag,11,9,Gladbach Haus am Pilz,18.23
Puderbach -> Neuwied,So+Feiertag,11,10,Chausseehaus,18.26
Puderbach -> Neuwied,So+Feiertag,11,11,Torney Dierdorfer Straße,18.29
Puderbach -> Neuwied,So+Feiertag,11,12,Friedhof Wennenberg,18.30
Puderbach -> Neuwied,So+Feiertag,11,13,Neuwied Beverwijker Ring,18.32
Puderbach -> Neuwied,So+Feiertag,11,14,Ludwig-Erhard-Schule,18.35
Puderbach -> Neuwied,So+Feiertag,11,15,Matthiasberg,18.36
Puderbach -> Neuwied,So+Feiertag,11,16,Stadion A,18.38
Puderbach -> Neuwied,So+Feiertag,11,17,Im Weidchen A,18.39
Puderbach -> Neuwied,So+Feiertag,11,18,Schloßtheater A,18.40
Puderbach -> Neuwied,So+Feiertag,11,19,Marktkirche A,18.42
Puderbach -> Neuwied,So+Feiertag,11,20,Marktstraße B,18.43
Puderbach -> Neuwied,So+Feiertag,11,21,Moltkeplatz A,18.45
Puderbach -> Neuwied,So+Feiertag,11,22,Bahnhof H,18.51
Puderbach -> Neuwied,So+Feiertag,12,1,Puderbach Verbandsgemeinde,18.49
Puderbach -> Neuwied,So+Feiertag,12,2,Hölzchens Mühle,18.50
Puderbach -> Neuwied,So+Feiertag,12,3,Hanroth Hedwigsthal A,18.51
Puderbach -> Neuwied,So+Feiertag,12,4,Raubach In der Au,18.55
Puderbach -> Neuwied,So+Feiertag,12,5,Wienau Flemmer,18.58
Puderbach -> Neuwied,So+Feiertag,12,6,Dierdorf Markt an,19.02
Puderbach -> Neuwied,So+Feiertag,12,7,Dierdorf Markt ab,19.03
Puderbach -> Neuwied,So+Feiertag,12,8,Neuwieder Straße B,19.04
Puderbach -> Neuwied,So+Feiertag,12,9,SZ-Center B,19.06
Puderbach -> Neuwied,So+Feiertag,12,10,Rüscheid Siegel,19.13
Puderbach -> Neuwied,So+Feiertag,12,11,Anhausen Petershof A,19.15
Puderbach -> Neuwied,So+Feiertag,12,12,Schillerstraße A an,19.18
Puderbach -> Neuwied,So+Feiertag,12,13,Schillerstraße A ab,19.19
Puderbach -> Neuwied,So+Feiertag,12,14,Braunsberg/Rheinhöhenweg,19.21
Puderbach -> Neuwied,So+Feiertag,12,15,Gladbach Haus am Pilz,19.23
Puderbach -> Neuwied,So+Feiertag,12,16,Chausseehaus,19.26
Puderbach -> Neuwied,So+Feiertag,12,17,Torney Dierdorfer Straße,19.29
Puderbach -> Neuwied,So+Feiertag,12,18,Friedhof Wennenberg,19.30
Puderbach -> Neuwied,So+Feiertag,12,19,Neuwied Beverwijker Ring,19.32
Puderbach -> Neuwied,So+Feiertag,12,20,Ludwig-Erhard-Schule,19.35
Puderbach -> Neuwied,So+Feiertag,12,21,Matthiasberg,19.36
Puderbach -> Neuwied,So+Feiertag,12,22,Stadion A,19.38
Puderbach -> Neuwied,So+Feiertag,12,23,Im Weidchen A,19.39
Puderbach -> Neuwied,So+Feiertag,12,24,Schloßtheater A,19.40
Puderbach -> Neuwied,So+Feiertag,12,25,Marktkirche A,19.42
Puderbach -> Neuwied,So+Feiertag,12,26,Marktstraße B,19.43
Puderbach -> Neuwied,So+Feiertag,12,27,Moltkeplatz A,19.45
Puderbach -> Neuwied,So+Feiertag,12,28,Bahnhof H,19.51
Puderbach -> Neuwied,So+Feiertag,13,1,Dierdorf Markt ab,20.03
Puderbach -> Neuwied,So+Feiertag,13,2,Neuwieder Straße B,20.04
Puderbach -> Neuwied,So+Feiertag,13,3,SZ-Center B,20.06
Puderbach -> Neuwied,So+Feiertag,13,4,Rüscheid Siegel,20.13
Puderbach -> Neuwied,So+Feiertag,13,5,Anhausen Petershof A,20.15
Puderbach -> Neuwied,So+Feiertag,13,6,Schillerstraße A an,20.18
Puderbach -> Neuwied,So+Feiertag,13,7,Schillerstraße A ab,20.19
Puderbach -> Neuwied,So+Feiertag,13,8,Braunsberg/Rheinhöhenweg,20.21
Puderbach -> Neuwied,So+Feiertag,13,9,Gladbach Haus am Pilz,20.23
Puderbach -> Neuwied,So+Feiertag,13,10,Chausseehaus,20.26
Puderbach -> Neuwied,So+Feiertag,13,11,Torney Dierdorfer Straße,20.29
Puderbach -> Neuwied,So+Feiertag,13,12,Friedhof Wennenberg,20.30
Puderbach -> Neuwied,So+Feiertag,13,13,Neuwied Beverwijker Ring,20.32
Puderbach -> Neuwied,So+Feiertag,13,14,Ludwig-Erhard-Schule,20.35
Puderbach -> Neuwied,So+Feiertag,13,15,Matthiasberg,20.36
Puderbach -> Neuwied,So+Feiertag,13,16,Stadion A,20.38
Puderbach -> Neuwied,So+Feiertag,13,17,Im Weidchen A,20.39
Puderbach -> Neuwied,So+Feiertag,13,18,Schloßtheater A,20.40
Puderbach -> Neuwied,So+Feiertag,13,19,Marktkirche A,20.42
Puderbach -> Neuwied,So+Feiertag,13,20,Marktstraße B,20.43
Puderbach -> Neuwied,So+Feiertag,13,21,Moltkeplatz A,20.45
Puderbach -> Neuwied,So+Feiertag,13,22,Bahnhof H,20.51
Puderbach -> Neuwied,So+Feiertag,14,1,Puderbach Verbandsgemeinde,20.49
Puderbach -> Neuwied,So+Feiertag,14,2,Hölzchens Mühle,20.50
Puderbach -> Neuwied,So+Feiertag,14,3,Hanroth Hedwigsthal A,20.51
Puderbach -> Neuwied,So+Feiertag,14,4,Raubach In der Au,20.55
Puderbach -> Neuwied,So+Feiertag,14,5,Wienau Flemmer,20.58
Puderbach -> Neuwied,So+Feiertag,14,6,Dierdorf Markt an,21.02
Puderbach -> Neuwied,So+Feiertag,14,7,Dierdorf Markt ab,21.03
Puderbach -> Neuwied,So+Feiertag,14,8,Neuwieder Straße B,21.04
Puderbach -> Neuwied,So+Feiertag,14,9,SZ-Center B,21.06
Puderbach -> Neuwied,So+Feiertag,14,10,Rüscheid Siegel,21.13
Puderbach -> Neuwied,So+Feiertag,14,11,Anhausen Petershof A,21.15
Puderbach -> Neuwied,So+Feiertag,14,12,Schillerstraße A an,21.18
Puderbach -> Neuwied,So+Feiertag,14,13,Schillerstraße A ab,21.19
Puderbach -> Neuwied,So+Feiertag,14,14,Braunsberg/Rheinhöhenweg,21.21
Puderbach -> Neuwied,So+Feiertag,14,15,Gladbach Haus am Pilz,21.23
Puderbach -> Neuwied,So+Feiertag,14,16,Chausseehaus,21.26
Puderbach -> Neuwied,So+Feiertag,14,17,Torney Dierdorfer Straße,21.29
Puderbach -> Neuwied,So+Feiertag,14,18,Friedhof Wennenberg,21.30
Puderbach -> Neuwied,So+Feiertag,14,19,Neuwied Beverwijker Ring,21.32
Puderbach -> Neuwied,So+Feiertag,14,20,Ludwig-Erhard-Schule,21.35
Puderbach -> Neuwied,So+Feiertag,14,21,Matthiasberg,21.36
Puderbach -> Neuwied,So+Feiertag,14,22,Stadion A,21.38
Puderbach -> Neuwied,So+Feiertag,14,23,Im Weidchen A,21.39
Puderbach -> Neuwied,So+Feiertag,14,24,Schloßtheater A,21.40
Puderbach -> Neuwied,So+Feiertag,14,25,Marktkirche A,21.42
Puderbach -> Neuwied,So+Feiertag,14,26,Marktstraße B,21.43
Puderbach -> Neuwied,So+Feiertag,14,27,Moltkeplatz A,21.45
Puderbach -> Neuwied,So+Feiertag,14,28,Bahnhof H,21.51
Puderbach -> Neuwied,So+Feiertag,15,1,Dierdorf Markt ab,22.03
Puderbach -> Neuwied,So+Feiertag,15,2,Neuwieder Straße B,22.04
Puderbach -> Neuwied,So+Feiertag,15,3,SZ-Center B,22.06
Puderbach -> Neuwied,So+Feiertag,15,4,Rüscheid Siegel,22.13
Puderbach -> Neuwied,So+Feiertag,15,5,Anhausen Petershof A,22.15
Puderbach -> Neuwied,So+Feiertag,15,6,Schillerstraße A an,22.18
Puderbach -> Neuwied,So+Feiertag,15,7,Schillerstraße A ab,22.19
Puderbach -> Neuwied,So+Feiertag,15,8,Braunsberg/Rheinhöhenweg,22.21
Puderbach -> Neuwied,So+Feiertag,15,9,Gladbach Haus am Pilz,22.23
Puderbach -> Neuwied,So+Feiertag,15,10,Chausseehaus,22.26
Puderbach -> Neuwied,So+Feiertag,15,11,Torney Dierdorfer Straße,22.29
Puderbach -> Neuwied,So+Feiertag,15,12,Friedhof Wennenberg,22.30
Puderbach -> Neuwied,So+Feiertag,15,13,Neuwied Beverwijker Ring,22.32
Puderbach -> Neuwied,So+Feiertag,15,14,Ludwig-Erhard-Schule,22.35
Puderbach -> Neuwied,So+Feiertag,15,15,Matthiasberg,22.36
Puderbach -> Neuwied,So+Feiertag,15,16,Stadion A,22.38
Puderbach -> Neuwied,So+Feiertag,15,17,Im Weidchen A,22.39
Puderbach -> Neuwied,So+Feiertag,15,18,Schloßtheater A,22.40
Puderbach -> Neuwied,So+Feiertag,15,19,Marktkirche A,22.42
Puderbach -> Neuwied,So+Feiertag,15,20,Marktstraße B,22.43
Puderbach -> Neuwied,So+Feiertag,15,21,Moltkeplatz A,22.45
Puderbach -> Neuwied,So+Feiertag,15,22,Bahnhof H,22.51
Neuwied -> Puderbach,Mo-Fr,1,1,Neuwied Bahnhof D,6.11
Neuwied -> Puderbach,Mo-Fr,1,2,Moltkeplatz B,6.13
Neuwied -> Puderbach,Mo-Fr,1,3,An der Matthiaskirche A,6.14
Neuwied -> Puderbach,Mo-Fr,1,4,Schloßstraße A,6.18
Neuwied -> Puderbach,Mo-Fr,1,5,Im Weidchen B,6.20
Neuwied -> Puderbach,Mo-Fr,1,6,Stadion B,6.21
Neuwied -> Puderbach,Mo-Fr,1,7,Matthiasberg,6.23
Neuwied -> Puderbach,Mo-Fr,1,8,Ludwig-Erhard-Schule,6.25
Neuwied -> Puderbach,Mo-Fr,1,9,Beverwijker Ring,6.26
Neuwied -> Puderbach,Mo-Fr,1,10,Torney Friedhof Wennenberg,6.28
Neuwied -> Puderbach,Mo-Fr,1,11,Dierdorfer Straße,6.29
Neuwied -> Puderbach,Mo-Fr,1,12,Gladbach Chausseehaus,6.31
Neuwied -> Puderbach,Mo-Fr,1,13,Haus am Pilz,6.33
Neuwied -> Puderbach,Mo-Fr,1,14,Anhausen Braunsberg/Rheinhöhenweg,6.36
Neuwied -> Puderbach,Mo-Fr,1,15,Schillerstraße B an,6.39
Neuwied -> Puderbach,Mo-Fr,1,16,Schillerstraße B ab,6.41
Neuwied -> Puderbach,Mo-Fr,1,17,Petershof B,6.44
Neuwied -> Puderbach,Mo-Fr,1,18,Rüscheid Bamberger,6.46
Neuwied -> Puderbach,Mo-Fr,1,19,Dierdorf SZ-Center A,6.53
Neuwied -> Puderbach,Mo-Fr,1,20,Neuwieder Straße A,6.55
Neuwied -> Puderbach,Mo-Fr,1,21,Dierdorf Markt an,6.57
Neuwied -> Puderbach,Mo-Fr,1,22,Dierdorf Markt ab,6.58
Neuwied -> Puderbach,Mo-Fr,1,23,Wienau Flemmer,7.02
Neuwied -> Puderbach,Mo-Fr,1,24,Raubach In der Au,7.05
Neuwied -> Puderbach,Mo-Fr,1,25,Hanroth Hedwigsthal B,7.09
Neuwied -> Puderbach,Mo-Fr,1,26,Puderbach Hölzchens Mühle,7.10
Neuwied -> Puderbach,Mo-Fr,1,27,Puderbach Verbandsgemeinde,7.14
Neuwied -> Puderbach,Mo-Fr,2,1,Neuwied Bahnhof D,7.11
Neuwied -> Puderbach,Mo-Fr,2,2,Moltkeplatz B,7.13
Neuwied -> Puderbach,Mo-Fr,2,3,An der Matthiaskirche A,7.14
Neuwied -> Puderbach,Mo-Fr,2,4,Schloßstraße A,7.18
Neuwied -> Puderbach,Mo-Fr,2,5,Im Weidchen B,7.20
Neuwied -> Puderbach,Mo-Fr,2,6,Stadion B,7.21
Neuwied -> Puderbach,Mo-Fr,2,7,Matthiasberg,7.23
Neuwied -> Puderbach,Mo-Fr,2,8,Ludwig-Erhard-Schule,7.25
Neuwied -> Puderbach,Mo-Fr,2,9,Beverwijker Ring,7.26
Neuwied -> Puderbach,Mo-Fr,2,10,Torney Friedhof Wennenberg,7.28
Neuwied -> Puderbach,Mo-Fr,2,11,Dierdorfer Straße,7.29
Neuwied -> Puderbach,Mo-Fr,2,12,Gladbach Chausseehaus,7.31
Neuwied -> Puderbach,Mo-Fr,2,13,Haus am Pilz,7.33
Neuwied -> Puderbach,Mo-Fr,2,14,Anhausen Braunsberg/Rheinhöhenweg,7.36
Neuwied -> Puderbach,Mo-Fr,2,15,Schillerstraße B an,7.39
Neuwied -> Puderbach,Mo-Fr,2,16,Schillerstraße B ab,7.41
Neuwied -> Puderbach,Mo-Fr,2,17,Petershof B,7.44
Neuwied -> Puderbach,Mo-Fr,2,18,Rüscheid Bamberger,7.46
Neuwied -> Puderbach,Mo-Fr,2,19,Dierdorf SZ-Center A,7.53
Neuwied -> Puderbach,Mo-Fr,2,20,Neuwieder Straße A,7.55
Neuwied -> Puderbach,Mo-Fr,2,21,Dierdorf Markt an,7.57
Neuwied -> Puderbach,Mo-Fr,2,22,Dierdorf Markt ab,7.58
Neuwied -> Puderbach,Mo-Fr,2,23,Wienau Flemmer,8.02
Neuwied -> Puderbach,Mo-Fr,2,24,Raubach In der Au,8.05
Neuwied -> Puderbach,Mo-Fr,2,25,Hanroth Hedwigsthal B,8.09
Neuwied -> Puderbach,Mo-Fr,2,26,Puderbach Hölzchens Mühle,8.10
Neuwied -> Puderbach,Mo-Fr,2,27,Puderbach Verbandsgemeinde,8.14
Neuwied -> Puderbach,Mo-Fr,3,1,Neuwied Bahnhof D,8.11
Neuwied -> Puderbach,Mo-Fr,3,2,Moltkeplatz B,8.13
Neuwied -> Puderbach,Mo-Fr,3,3,An der Matthiaskirche A,8.14
Neuwied -> Puderbach,Mo-Fr,3,4,Schloßstraße A,8.18
Neuwied -> Puderbach,Mo-Fr,3,5,Im Weidchen B,8.20
Neuwied -> Puderbach,Mo-Fr,3,6,Stadion B,8.21
Neuwied -> Puderbach,Mo-Fr,3,7,Matthiasberg,8.23
Neuwied -> Puderbach,Mo-Fr,3,8,Ludwig-Erhard-Schule,8.25
Neuwied -> Puderbach,Mo-Fr,3,9,Beverwijker Ring,8.26
Neuwied -> Puderbach,Mo-Fr,3,10,Torney Friedhof Wennenberg,8.28
Neuwied -> Puderbach,Mo-Fr,3,11,Dierdorfer Straße,8.29
Neuwied -> Puderbach,Mo-Fr,3,12,Gladbach Chausseehaus,8.31
Neuwied -> Puderbach,Mo-Fr,3,13,Haus am Pilz,8.33
Neuwied -> Puderbach,Mo-Fr,3,14,Anhausen Braunsberg/Rheinhöhenweg,8.36
Neuwied -> Puderbach,Mo-Fr,3,15,Schillerstraße B an,8.39
Neuwied -> Puderbach,Mo-Fr,3,16,Schillerstraße B ab,8.41
Neuwied -> Puderbach,Mo-Fr,3,17,Petershof B,8.44
Neuwied -> Puderbach,Mo-Fr,3,18,Rüscheid Bamberger,8.46
Neuwied -> Puderbach,Mo-Fr,3,19,Dierdorf SZ-Center A,8.53
Neuwied -> Puderbach,Mo-Fr,3,20,Neuwieder Straße A,8.55
Neuwied -> Puderbach,Mo-Fr,3,21,Dierdorf Markt an,8.57
Neuwied -> Puderbach,Mo-Fr,3,22,Dierdorf Markt ab,8.58
Neuwied -> Puderbach,Mo-Fr,3,23,Wienau Flemmer,9.02
Neuwied -> Puderbach,Mo-Fr,3,24,Raubach In der Au,9.05
Neuwied -> Puderbach,Mo-Fr,3,25,Hanroth Hedwigsthal B,9.09
Neuwied -> Puderbach,Mo-Fr,3,26,Puderbach Hölzchens Mühle,9.10
Neuwied -> Puderbach,Mo-Fr,3,27,Puderbach Verbandsgemeinde,9.14
Neuwied -> Puderbach,Mo-Fr,4,1,Neuwied Bahnhof D,9.11
Neuwied -> Puderbach,Mo-Fr,4,2,Moltkeplatz B,9.13
Neuwied -> Puderbach,Mo-Fr,4,3,An der Matthiaskirche A,9.14
Neuwied -> Puderbach,Mo-Fr,4,4,Schloßstraße A,9.18
Neuwied -> Puderbach,Mo-Fr,4,5,Im Weidchen B,9.20
Neuwied -> Puderbach,Mo-Fr,4,6,Stadion B,9.21
Neuwied -> Puderbach,Mo-Fr,4,7,Matthiasberg,9.23
Neuwied -> Puderbach,Mo-Fr,4,8,Ludwig-Erhard-Schule,9.25
Neuwied -> Puderbach,Mo-Fr,4,9,Beverwijker Ring,9.26
Neuwied -> Puderbach,Mo-Fr,4,10,Torney Friedhof Wennenberg,9.28
Neuwied -> Puderbach,Mo-Fr,4,11,Dierdorfer Straße,9.29
Neuwied -> Puderbach,Mo-Fr,4,12,Gladbach Chausseehaus,9.31
Neuwied -> Puderbach,Mo-Fr,4,13,Haus am Pilz,9.33
Neuwied -> Puderbach,Mo-Fr,4,14,Anhausen Braunsberg/Rheinhöhenweg,9.36
Neuwied -> Puderbach,Mo-Fr,4,15,Schillerstraße B an,9.39
Neuwied -> Puderbach,Mo-Fr,4,16,Schillerstraße B ab,9.41
Neuwied -> Puderbach,Mo-Fr,4,17,Petershof B,9.44
Neuwied -> Puderbach,Mo-Fr,4,18,Rüscheid Bamberger,9.46
Neuwied -> Puderbach,Mo-Fr,4,19,Dierdorf SZ-Center A,9.53
Neuwied -> Puderbach,Mo-Fr,4,20,Neuwieder Straße A,9.55
Neuwied -> Puderbach,Mo-Fr,4,21,Dierdorf Markt an,9.57
Neuwied -> Puderbach,Mo-Fr,4,22,Dierdorf Markt ab,9.58
Neuwied -> Puderbach,Mo-Fr,4,23,Wienau Flemmer,10.02
Neuwied -> Puderbach,Mo-Fr,4,24,Raubach In der Au,10.05
Neuwied -> Puderbach,Mo-Fr,4,25,Hanroth Hedwigsthal B,10.09
Neuwied -> Puderbach,Mo-Fr,4,26,Puderbach Hölzchens Mühle,10.10
Neuwied -> Puderbach,Mo-Fr,4,27,Puderbach Verbandsgemeinde,10.14
Neuwied -> Puderbach,Mo-Fr,5,1,Neuwied Bahnhof D,10.11
Neuwied -> Puderbach,Mo-Fr,5,2,Moltkeplatz B,10.13
Neuwied -> Puderbach,Mo-Fr,5,3,An der Matthiaskirche A,10.14
Neuwied -> Puderbach,Mo-Fr,5,4,Schloßstraße A,10.18
Neuwied -> Puderbach,Mo-Fr,5,5,Im Weidchen B,10.20
Neuwied -> Puderbach,Mo-Fr,5,6,Stadion B,10.21
Neuwied -> Puderbach,Mo-Fr,5,7,Matthiasberg,10.23
Neuwied -> Puderbach,Mo-Fr,5,8,Ludwig-Erhard-Schule,10.25
Neuwied -> Puderbach,Mo-Fr,5,9,Beverwijker Ring,10.26
Neuwied -> Puderbach,Mo-Fr,5,10,Torney Friedhof Wennenberg,10.28
Neuwied -> Puderbach,Mo-Fr,5,11,Dierdorfer Straße,10.29
Neuwied -> Puderbach,Mo-Fr,5,12,Gladbach Chausseehaus,10.31
Neuwied -> Puderbach,Mo-Fr,5,13,Haus am Pilz,10.33
Neuwied -> Puderbach,Mo-Fr,5,14,Anhausen Braunsberg/Rheinhöhenweg,10.36
Neuwied -> Puderbach,Mo-Fr,5,15,Schillerstraße B an,10.39
Neuwied -> Puderbach,Mo-Fr,5,16,Schillerstraße B ab,10.41
Neuwied -> Puderbach,Mo-Fr,5,17,Petershof B,10.44
Neuwied -> Puderbach,Mo-Fr,5,18,Rüscheid Bamberger,10.46
Neuwied -> Puderbach,Mo-Fr,5,19,Dierdorf SZ-Center A,10.53
Neuwied -> Puderbach,Mo-Fr,5,20,Neuwieder Straße A,10.55
Neuwied -> Puderbach,Mo-Fr,5,21,Dierdorf Markt an,10.57
Neuwied -> Puderbach,Mo-Fr,5,22,Dierdorf Markt ab,10.58
Neuwied -> Puderbach,Mo-Fr,5,23,Wienau Flemmer,11.02
Neuwied -> Puderbach,Mo-Fr,5,24,Raubach In der Au,11.05
Neuwied -> Puderbach,Mo-Fr,5,25,Hanroth Hedwigsthal B,11.09
Neuwied -> Puderbach,Mo-Fr,5,26,Puderbach Hölzchens Mühle,11.10
Neuwied -> Puderbach,Mo-Fr,5,27,Puderbach Verbandsgemeinde,11.14
Neuwied -> Puderbach,Mo-Fr,6,1,Neuwied Bahnhof D,11.11
Neuwied -> Puderbach,Mo-Fr,6,2,Moltkeplatz B,11.13
Neuwied -> Puderbach,Mo-Fr,6,3,An der Matthiaskirche A,11.14
Neuwied -> Puderbach,Mo-Fr,6,4,Schloßstraße A,11.18
Neuwied -> Puderbach,Mo-Fr,6,5,Im Weidchen B,11.20
Neuwied -> Puderbach,Mo-Fr,6,6,Stadion B,11.21
Neuwied -> Puderbach,Mo-Fr,6,7,Matthiasberg,11.23
Neuwied -> Puderbach,Mo-Fr,6,8,Ludwig-Erhard-Schule,11.25
Neuwied -> Puderbach,Mo-Fr,6,9,Beverwijker Ring,11.26
Neuwied -> Puderbach,Mo-Fr,6,10,Torney Friedhof Wennenberg,11.28
Neuwied -> Puderbach,Mo-Fr,6,11,Dierdorfer Straße,11.29
Neuwied -> Puderbach,Mo-Fr,6,12,Gladbach Chausseehaus,11.31
Neuwied -> Puderbach,Mo-Fr,6,13,Haus am Pilz,11.33
Neuwied -> Puderbach,Mo-Fr,6,14,Anhausen Braunsberg/Rheinhöhenweg,11.36
Neuwied -> Puderbach,Mo-Fr,6,15,Schillerstraße B an,11.39
Neuwied -> Puderbach,Mo-Fr,6,16,Schillerstraße B ab,11.41
Neuwied -> Puderbach,Mo-Fr,6,17,Petershof B,11.44
Neuwied -> Puderbach,Mo-Fr,6,18,Rüscheid Bamberger,11.46
Neuwied -> Puderbach,Mo-Fr,6,19,Dierdorf SZ-Center A,11.53
Neuwied -> Puderbach,Mo-Fr,6,20,Neuwieder Straße A,11.55
Neuwied -> Puderbach,Mo-Fr,6,21,Dierdorf Markt an,11.57
Neuwied -> Puderbach,Mo-Fr,6,22,Dierdorf Markt ab,11.58
Neuwied -> Puderbach,Mo-Fr,6,23,Wienau Flemmer,12.02
Neuwied -> Puderbach,Mo-Fr,6,24,Raubach In der Au,12.05
Neuwied -> Puderbach,Mo-Fr,6,25,Hanroth Hedwigsthal B,12.09
Neuwied -> Puderbach,Mo-Fr,6,26,Puderbach Hölzchens Mühle,12.10
